review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,identified_theme
"I love Wells Fargo Bank because they always take good care of me. They watch out for anything that might be fraudulent, and they alert me to ensure that the questionable expense was mine. When people have tried to scam me, they don't pay the bad guy. When I file a claim for fraud, they investigate and if they have already paid it, they will return the money to me while they investigate. If I overdraw my account, they give me two days to make a deposit before charging me an overdraft fee.",5,2025-05-20 17:24:42,Wells Fargo,Google Play Store,POSITIVE,0.9148758053779602,love wells fargo bank good care watch fraudulent alert ensure questionable expense people try scam pay bad guy file claim fraud investigate pay return money investigate overdraw account day deposit charge overdraft fee,Other
thank you!👍,5,2025-05-20 17:11:06,Wells Fargo,Google Play Store,POSITIVE,0.9998544454574584,thank,Other
fast and easy,4,2025-05-20 17:04:41,Wells Fargo,Google Play Store,POSITIVE,0.9994889497756958,fast easy,Other
Great app!,5,2025-05-20 16:22:49,Wells Fargo,Google Play Store,POSITIVE,0.9998462200164796,great app,Other
easy to use,5,2025-05-20 15:51:11,Wells Fargo,Google Play Store,POSITIVE,0.9988542795181274,easy use,Other
Can't delete more than one message at a time.,2,2025-05-20 15:48:02,Wells Fargo,Google Play Store,NEGATIVE,0.995014488697052,delete message time,Other
app is fine. the interest rate on a savings account for broke folk helps us stay broke. only bank bennifit is parking lot big enough to fight in.,3,2025-05-20 14:50:37,Wells Fargo,Google Play Store,POSITIVE,0.8464760184288025,app fine interest rate savings account broke folk help stay broke bank bennifit parking lot big fight,Other
Easy. Didn't have to go out.,5,2025-05-20 14:12:06,Wells Fargo,Google Play Store,POSITIVE,0.9947039484977722,easy,Other
I've had this account since 1984 and I love this Bank,5,2025-05-20 14:04:22,Wells Fargo,Google Play Store,POSITIVE,0.9998223185539246,account love bank,Other
Tried to download the app again. Message says the Wells Fargo app is not compatible with my phone anymore. Why? It always has been until several months ago. Sure makes it harder to bank online. App needs maintenance!,1,2025-05-20 13:46:24,Wells Fargo,Google Play Store,NEGATIVE,0.9996123909950256,try download app message say wells fargo app compatible phone anymore month ago sure make hard bank online app need maintenance,Other
"It was always good whenever I used it. Not much room in my devices to still use it, though. Very good app.",4,2025-05-20 13:34:30,Wells Fargo,Google Play Store,POSITIVE,0.9937161803245544,good room device use good app,Other
very well working app,5,2025-05-20 12:22:56,Wells Fargo,Google Play Store,POSITIVE,0.9998347759246826,work app,Other
wonderful,5,2025-05-20 11:21:46,Wells Fargo,Google Play Store,POSITIVE,0.9998772144317628,wonderful,Other
it works,3,2025-05-20 11:18:35,Wells Fargo,Google Play Store,POSITIVE,0.9998537302017212,work,Other
app not that easy to navigate,3,2025-05-20 10:57:37,Wells Fargo,Google Play Store,NEGATIVE,0.9996719360351562,app easy navigate,Other
excelente,5,2025-05-20 10:44:09,Wells Fargo,Google Play Store,POSITIVE,0.9997521042823792,excelente,Other
What I want to do 24/7..used many years.,5,2025-05-20 10:34:50,Wells Fargo,Google Play Store,POSITIVE,0.8916289806365967,want year,Other
great!! great!!!,5,2025-05-20 08:00:10,Wells Fargo,Google Play Store,POSITIVE,0.99988055229187,great great,Other
stupid app. the AI is dumber.,1,2025-05-20 07:58:23,Wells Fargo,Google Play Store,NEGATIVE,0.9997928738594056,stupid app ai dumber,Other
"used 90000 points to get account credit. credit never applied. used app to get support, it is useless and just sends me to re-login to my rewards. requested to speak to an actual rep and it errors out and just says please try again later.",1,2025-05-20 06:59:22,Wells Fargo,Google Play Store,NEGATIVE,0.9997432827949524,point account credit credit apply app support useless send login reward request speak actual rep error say try later,"Customer Support, Account Access"
fire your user interface guy. replacing color coded pending transactions with all dark emboldened characters on a mobile app is stupid.,1,2025-05-20 06:36:11,Wells Fargo,Google Play Store,NEGATIVE,0.9997830986976624,fire user interface guy replace color code pende transaction dark embolden character mobile app stupid,User Experience
Service is great at this time.,5,2025-05-20 06:21:27,Wells Fargo,Google Play Store,POSITIVE,0.9998587369918824,service great time,Other
"easy, fast and safe.",4,2025-05-20 03:57:45,Wells Fargo,Google Play Store,POSITIVE,0.9996435642242432,easy fast safe,Other
do not sell my information!,1,2025-05-19 21:58:23,Wells Fargo,Google Play Store,NEGATIVE,0.9981898665428162,sell information,Other
"Always Easy , and Assuring 📱☺️ service is great ✅",5,2025-05-19 21:16:45,Wells Fargo,Google Play Store,POSITIVE,0.9996238946914672,easy assure service great,Other
directions are different every time,1,2025-05-19 17:53:28,Wells Fargo,Google Play Store,POSITIVE,0.9951205849647522,direction different time,Other
open account Help Me Clear My My open account help me to build more player with my account and how many to get out of that more,5,2025-05-19 17:50:37,Wells Fargo,Google Play Store,NEGATIVE,0.6491715908050537,open account help clear open account help build player account,User Experience
good and easy to use,5,2025-05-19 15:20:48,Wells Fargo,Google Play Store,POSITIVE,0.9998656511306764,good easy use,Other
I like it.,5,2025-05-19 14:29:57,Wells Fargo,Google Play Store,POSITIVE,0.999869465827942,like,Other
Totally Awesome,5,2025-05-19 13:18:01,Wells Fargo,Google Play Store,POSITIVE,0.999868869781494,totally awesome,Other
I love the Wells Fargo Red Mountain Branch. Great staff.,5,2025-05-19 11:46:25,Wells Fargo,Google Play Store,POSITIVE,0.999861478805542,love wells fargo red mountain branch great staff,Other
love it,5,2025-05-19 11:34:05,Wells Fargo,Google Play Store,POSITIVE,0.99987530708313,love,Other
fast and easy awesome not having retake a photo a thousand times,5,2025-05-19 10:59:28,Wells Fargo,Google Play Store,POSITIVE,0.996215283870697,fast easy awesome have retake photo thousand time,Other
good,5,2025-05-19 09:29:06,Wells Fargo,Google Play Store,POSITIVE,0.999816119670868,good,Other
love you guys. are so lenient,5,2025-05-19 08:41:37,Wells Fargo,Google Play Store,POSITIVE,0.9993246793746948,love guy lenient,Other
Ive been with Wells Fargo for a long time. They do what's legal to make it work for me. Thanks,5,2025-05-19 06:48:35,Wells Fargo,Google Play Store,POSITIVE,0.9993699193000792,ve wells fargo long time legal work thank,Other
Really easy to use very pleasant to look at,5,2025-05-19 06:38:25,Wells Fargo,Google Play Store,POSITIVE,0.999546468257904,easy use pleasant look,Other
good service both online and in banks,5,2025-05-19 01:33:09,Wells Fargo,Google Play Store,POSITIVE,0.9996726512908936,good service online bank,Other
awesome,5,2025-05-18 22:36:24,Wells Fargo,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
Good service,5,2025-05-18 22:04:47,Wells Fargo,Google Play Store,POSITIVE,0.9998499155044556,good service,Other
"The Wells Fargo app for Android works quite well. It is easy to navigate, and effectively provides all of the functionality available on the Web site. If you have any kind of account with Wells Fargo, you will find their app indispensable.",4,2025-05-18 18:26:00,Wells Fargo,Google Play Store,POSITIVE,0.9992039799690248,wells fargo app android work easy navigate effectively provide functionality available web site kind account wells fargo find app indispensable,User Experience
"difficult to access account, no one answering calls on weekend. I have enough $$$$$$$ ,- I should be able 2 get access! So my tough luck I have wells not schwab brokerage!!!🙄",1,2025-05-18 16:58:09,Wells Fargo,Google Play Store,NEGATIVE,0.9979410767555236,difficult access account answer call weekend able access tough luck well schwab brokerage,Other
so easy!,5,2025-05-18 14:16:29,Wells Fargo,Google Play Store,POSITIVE,0.9981855750083924,easy,Other
very convenient and thank you for everything you continue to do for me. God bless you this Sunday,5,2025-05-18 14:15:59,Wells Fargo,Google Play Store,POSITIVE,0.9997097849845886,convenient thank continue god bless sunday,Other
works,5,2025-05-18 14:14:12,Wells Fargo,Google Play Store,POSITIVE,0.9998278617858888,work,Other
I love wells fargo,5,2025-05-18 11:51:13,Wells Fargo,Google Play Store,POSITIVE,0.9998478889465332,love wells fargo,Other
very convenient. easy to use,5,2025-05-18 10:08:33,Wells Fargo,Google Play Store,POSITIVE,0.9979850053787231,convenient easy use,Other
simple,5,2025-05-18 08:40:03,Wells Fargo,Google Play Store,POSITIVE,0.9996788501739502,simple,Other
2 hours trying to set it up,1,2025-05-17 21:00:53,Wells Fargo,Google Play Store,NEGATIVE,0.9908608198165894,hour try set,Other
very good,5,2025-05-17 20:00:41,Wells Fargo,Google Play Store,POSITIVE,0.9998520612716676,good,Other
The redesign has its pros and cons but it is visually appealing. I'd probably give a 4 star if that 1 issue wasn't so annoying.,4,2025-05-17 18:29:09,Wells Fargo,Google Play Store,POSITIVE,0.9991734623908995,redesign pro con visually appealing probably star issue annoying,User Experience
this is amazing love it,5,2025-05-17 15:54:43,Wells Fargo,Google Play Store,POSITIVE,0.9998842477798462,amazing love,Other
so far so good 👍 I don't like bank apps on my cell but ..,4,2025-05-17 13:43:44,Wells Fargo,Google Play Store,POSITIVE,0.9982151985168456,far good like bank app cell,Other
easy to make on line deposit,5,2025-05-17 11:59:27,Wells Fargo,Google Play Store,POSITIVE,0.9940749406814576,easy line deposit,Other
Works well for me,5,2025-05-17 11:59:21,Wells Fargo,Google Play Store,POSITIVE,0.9998576641082764,work,Other
great app,5,2025-05-17 11:53:33,Wells Fargo,Google Play Store,POSITIVE,0.999821126461029,great app,Other
love my Wachovia,5,2025-05-17 11:41:26,Wells Fargo,Google Play Store,POSITIVE,0.9998666048049928,love wachovia,Other
I love this app,5,2025-05-17 11:37:24,Wells Fargo,Google Play Store,POSITIVE,0.9998608827590942,love app,Other
"Every time I sign in for the past few weeks, it signs me off and I have to force stop the app. It's frustrating at this point since it's so constant.",2,2025-05-17 10:56:05,Wells Fargo,Google Play Store,NEGATIVE,0.9989069700241088,time sign past week sign force stop app frustrating point constant,Account Access
great,5,2025-05-17 10:54:16,Wells Fargo,Google Play Store,POSITIVE,0.9998630285263062,great,Other
"Great customer service: in branch! very courteous and patient with senior citizens, and customers with disabilities. Happy new customer!",5,2025-05-17 10:31:14,Wells Fargo,Google Play Store,POSITIVE,0.9998717308044434,great customer service branch courteous patient senior citizen customer disability happy new customer,Customer Support
extremely good,5,2025-06-05 11:44:19,Bank of America,Google Play Store,POSITIVE,0.9998527765274048,extremely good,Other
i like this app,5,2025-06-05 11:40:06,Bank of America,Google Play Store,POSITIVE,0.9996516704559326,like app,Other
Difficult to navigate,2,2025-06-05 11:35:12,Bank of America,Google Play Store,NEGATIVE,0.9997634291648864,difficult navigate,Other
june2025-zelle still crashes Feb 2025- same problem how embarrassing. BofA? 4/4/24- Still crashes using zelle. March 28 2024- developers STILL haven't fixed this same issue. 👇🏽 June 2023 and they still haven't fixed the issue with zelle. Crashes I have to keep closing a window telling me of an error and if I want to wait or close the app. So annoying when trying to send money. I have already sent email to bofa development.Please fix it so it doesn't crash when using zelle. Using android note20,1,2025-06-05 11:34:51,Bank of America,Google Play Store,NEGATIVE,0.9995909333229064,zelle crash feb problem embarrassing bofa crash zelle march developer fix issue june fix issue zelle crash close window tell error want wait close app annoying try send money send email bofa fix crash zelle android,Reliability
Apparently people's needs do not matter even after a substantial deposit. They hold your money way too long for verification when instant verification is available these days.,1,2025-06-05 11:34:44,Bank of America,Google Play Store,NEGATIVE,0.9987450838088988,apparently people need matter substantial deposit hold money way long verification instant verification available day,Other
the best,5,2025-06-05 11:33:31,Bank of America,Google Play Store,POSITIVE,0.9998332262039183,good,Other
good job thanks,5,2025-06-05 11:03:11,Bank of America,Google Play Store,POSITIVE,0.9998496770858764,good job thank,Other
help keep tracks on what I'm spending,5,2025-06-05 11:02:23,Bank of America,Google Play Store,POSITIVE,0.9854974150657654,help track spend,Other
The app doe's everything you need to do,5,2025-06-05 10:43:20,Bank of America,Google Play Store,NEGATIVE,0.6988791227340698,app doe need,Other
great works just like it should makes life a little easier,5,2025-06-05 10:42:19,Bank of America,Google Play Store,POSITIVE,0.9996883869171144,great work like make life little easy,Other
Very good.,5,2025-06-05 10:40:53,Bank of America,Google Play Store,POSITIVE,0.9998475313186646,good,Other
Easy to maneuver and make payments or transfers.,5,2025-06-05 10:27:19,Bank of America,Google Play Store,POSITIVE,0.9891079664230348,easy maneuver payment transfer,Transaction Performance
can't find how to activate a credit card,1,2025-06-05 10:19:16,Bank of America,Google Play Store,NEGATIVE,0.9996123909950256,find activate credit card,Other
thank u all.much love and appreciation,5,2025-06-05 10:03:45,Bank of America,Google Play Store,POSITIVE,0.999876856803894,thank u love appreciation,Other
I like it,5,2025-06-05 10:01:00,Bank of America,Google Play Store,POSITIVE,0.99985933303833,like,Other
easy to use to get updated information on my accounts,5,2025-06-05 09:47:09,Bank of America,Google Play Store,NEGATIVE,0.977674126625061,easy use update information account,Other
trouble logging in,2,2025-06-05 09:41:26,Bank of America,Google Play Store,NEGATIVE,0.9972602128982544,trouble log,Other
Have to admit its a pretty darn good app! Easy to follow and use! The more I use it the more I like it.,5,2025-06-05 09:39:59,Bank of America,Google Play Store,POSITIVE,0.999795138835907,admit pretty darn good app easy follow use use like,Other
